Date,open,high,low,close,volume
2019-01-22,419.8,421.05,413.0,416.9,4536990
2019-01-23,417.0,421.25,416.2,419.9,3021470
2019-01-24,417.8,417.8,405.6,408.5,10537210
2019-01-25,408.3,414.3,404.6,414.0,4986550
2019-01-28,412.8,412.9,408.85,411.2,3322570
2019-01-29,410.0,413.65,406.3,412.9,4411530
2019-01-30,412.85,417.15,411.15,415.8,3540780
2019-01-31,417.5,418.6,411.25,411.25,3428170
2019-02-01,410.55,414.85,407.0,411.95,3011440
2019-02-04,412.95,414.4,411.0,411.0,3375440
2019-02-05,411.95,429.75,409.7,428.5,10446570
2019-02-06,429.45,429.45,421.1,421.55,4283520
2019-02-07,420.1,423.9,411.45,411.55,3473380
2019-02-08,410.95,414.75,408.5,411.6,2342100
2019-02-11,412.0,418.75,410.5,410.5,3471100
2019-02-12,410.5,417.95,410.2,414.5,3933830
2019-02-13,414.95,416.15,401.5,401.6,7221730
2019-02-14,394.65,399.6,390.75,394.85,8167130
2019-02-15,397.0,405.35,397.0,403.5,4641740
2019-02-18,403.55,407.75,398.7,405.0,3510240
2019-02-19,404.8,408.35,399.8,402.95,3370750
2019-02-20,403.15,405.0,400.15,402.9,2778420
2019-02-21,403.3,404.8,395.0,396.45,3206940
2019-02-22,396.45,402.5,394.4,401.5,2842690
2019-02-25,400.45,404.15,395.15,396.5,3768150
2019-02-26,394.95,399.4,392.7,399.0,3097610
2019-02-27,400.0,401.0,397.65,400.4,3544000
2019-02-28,398.85,400.95,395.5,398.8,2299210
2019-03-01,399.9,400.95,396.0,398.25,1805370
2019-03-04,399.4,400.5,396.95,398.05,1579050
2019-03-05,397.0,399.55,395.9,395.9,1867250
2019-03-06,397.15,403.0,394.55,402.3,2700450
2019-03-07,402.0,402.85,398.7,402.0,2350970
2019-03-11,401.9,401.95,397.55,399.75,1870450
2019-03-12,400.0,400.35,395.0,397.5,3280860
2019-03-13,397.5,400.1,395.6,400.0,2548640
2019-03-14,400.3,407.8,398.3,398.3,5183580
2019-03-15,401.0,402.5,397.4,401.25,3595160
2019-03-18,399.7,399.7,396.2,399.0,2672370
2019-03-19,399.0,399.85,396.8,399.0,1928620
2019-03-20,399.45,408.5,396.8,408.5,4050750
2019-03-21,408.0,410.45,405.65,409.5,5261910
2019-03-22,409.9,410.7,405.7,408.4,2430970
2019-03-25,405.95,405.95,400.0,404.25,3308140
2019-03-26,404.0,409.7,402.15,405.2,2012970
2019-03-27,405.55,408.0,402.55,404.35,2753970
2019-03-28,404.55,409.3,404.0,407.5,1844000
2019-03-29,407.75,412.9,406.05,412.0,4653870
2019-04-01,413.0,421.25,411.9,419.7,5034740
2019-04-02,420.0,423.2,416.6,418.0,2465170
2019-04-03,419.5,421.7,417.3,417.95,2227390
2019-04-04,418.1,423.75,416.95,422.45,2644330
2019-04-05,422.85,425.75,421.1,421.5,2538520
2019-04-08,423.0,425.4,418.2,420.9,2946680
2019-04-09,422.0,423.85,413.6,415.9,4284580
2019-04-10,415.05,425.5,413.85,425.5,3227420
2019-04-11,425.5,436.25,424.0,431.0,5982950
2019-04-12,433.0,437.25,430.0,432.5,3762950
2019-04-15,432.0,434.9,426.4,428.9,2863880
2019-04-16,430.0,436.7,428.55,435.15,5174360
2019-04-17,437.4,441.0,435.75,436.5,3565870
2019-04-18,435.65,437.75,432.55,435.65,2379960
2019-04-19,437.0,437.0,431.1,432.0,1165030
2019-04-22,434.75,440.95,432.95,439.6,2388950
2019-04-23,440.95,449.0,437.7,441.0,5910290
2019-04-24,442.0,442.0,436.7,441.3,3294060
2019-04-25,441.0,441.2,432.95,436.0,3592700
2019-04-26,435.1,435.35,428.05,434.45,3697730
2019-04-29,433.0,435.75,429.5,433.7,1594870
2019-04-30,433.95,434.4,426.8,428.8,3576650
2019-05-02,427.75,427.8,421.8,423.25,2999910
2019-05-03,425.15,427.6,421.8,423.55,1613880
2019-05-06,421.2,425.4,418.0,425.0,1441260
2019-05-07,426.75,427.25,416.9,422.0,2872860
2019-05-08,421.5,423.8,418.05,420.4,2247390
2019-05-10,420.0,423.15,413.55,413.75,2171810
2019-05-13,415.0,423.05,414.25,417.2,3855490
2019-05-14,420.0,422.8,419.55,420.95,3202400
2019-05-15,421.85,421.85,413.1,413.7,3827440
2019-05-16,413.7,415.4,410.6,412.0,3757280
2019-05-17,411.0,415.6,410.6,413.0,2424170
2019-05-20,414.4,415.45,408.1,408.2,2272060
2019-05-21,409.35,420.0,408.0,415.95,3933530
2019-05-22,416.5,420.35,413.6,414.0,3103260
2019-05-23,413.65,420.0,411.8,417.05,3869040
2019-05-24,418.1,427.85,417.3,423.0,3384130
2019-05-27,422.0,426.55,422.0,425.4,740780
2019-05-28,423.9,435.75,423.9,431.8,7557090
2019-05-29,429.0,437.0,426.8,437.0,4761820
2019-05-30,440.0,440.95,437.0,439.0,3440340
2019-05-31,436.5,438.1,428.3,433.0,4372670
2019-06-03,428.0,438.9,424.35,438.9,6040470
2019-06-04,438.3,445.05,433.5,435.0,6013530
2019-06-05,436.0,436.0,425.65,426.2,2888490
2019-06-06,427.0,428.4,419.6,422.9,4404110
2019-06-07,425.4,426.55,419.3,419.55,5214090
2019-06-10,421.7,424.25,420.1,422.0,2621260
2019-06-11,421.95,425.5,420.75,422.9,3842630
2019-06-13,421.35,425.6,420.15,422.0,4950130
2019-06-14,414.8,416.65,408.0,408.0,6848050
2019-06-17,409.55,415.0,407.8,408.1,5217150
2019-06-18,408.5,411.7,407.1,411.7,4615800
2019-06-19,411.95,412.75,408.0,409.25,3491600
2019-06-20,411.1,419.75,409.45,419.75,8955030
2019-06-21,419.2,420.0,414.55,419.1,5271740
2019-06-24,419.0,420.75,415.5,416.45,2977930
2019-06-25,415.0,415.6,410.4,412.15,2606180
2019-06-26,413.1,417.8,412.55,415.9,3638530
2019-06-27,417.05,418.4,412.75,415.1,2667080
2019-06-28,415.0,415.5,412.6,414.5,1938710
2019-07-01,417.5,422.8,416.3,417.8,4092820
2019-07-02,417.85,420.15,415.1,417.0,2098800
2019-07-03,416.9,422.2,414.75,420.0,2701800
2019-07-04,421.8,422.85,417.85,422.55,1742000
2019-07-05,422.9,424.55,416.3,418.65,3418740
2019-07-08,417.95,421.9,417.2,419.25,2714100
2019-07-09,419.1,424.5,419.1,420.95,2214720
2019-07-10,421.75,425.9,419.2,423.25,3318820
2019-07-11,425.1,425.1,417.3,418.4,2989220
2019-07-12,418.4,421.3,415.05,419.25,2003650
2019-07-15,421.3,422.3,418.2,418.4,1285620
2019-07-16,417.9,420.8,417.85,420.4,1176960
2019-07-17,418.55,421.1,416.5,421.1,2398020
2019-07-18,420.35,421.25,416.7,417.0,1905000
2019-07-19,418.75,420.65,418.1,420.45,1177370
2019-07-22,416.0,423.95,415.25,420.45,1600980
2019-07-23,420.75,431.15,420.6,428.0,3622760
2019-07-24,428.6,429.85,426.1,427.6,1613330
2019-07-25,428.45,429.45,425.6,428.95,2177790
2019-07-26,428.95,429.85,423.5,423.5,2319080
2019-07-29,424.1,425.5,420.05,421.9,1384360
2019-07-30,422.8,423.1,418.15,420.45,1120510
2019-07-31,420.5,422.7,418.7,421.95,1657620
2019-08-01,419.5,421.1,417.2,419.4,1575940
2019-08-02,416.9,418.0,411.75,411.75,4972330
2019-08-05,411.5,413.85,405.7,406.3,4653170
2019-08-06,407.05,412.35,406.55,412.0,4026310
2019-08-07,411.05,411.45,405.35,406.55,4885090
2019-08-08,408.1,409.6,406.6,406.6,2687430
2019-08-09,407.5,407.95,404.3,404.6,2509270
2019-08-12,405.0,407.3,401.4,402.4,3542730
2019-08-13,402.4,408.45,400.7,405.3,3677470
2019-08-14,406.0,407.0,397.7,400.15,5310260
2019-08-15,402.2,405.2,400.05,404.25,3263050
2019-08-16,405.55,406.8,404.0,404.75,2538360
2019-08-19,406.45,407.85,402.3,404.0,4333690
2019-08-20,405.45,409.95,404.75,407.9,4483930
2019-08-21,416.95,416.95,410.0,410.4,5199950
2019-08-22,410.4,411.65,406.0,406.0,3206680
2019-08-23,407.3,408.35,404.4,405.6,3170390
2019-08-26,403.0,406.95,402.95,405.7,1692070
2019-08-27,406.5,406.5,403.1,406.5,4854590
2019-08-28,406.45,406.8,403.8,404.8,3728780
2019-08-29,405.0,408.0,404.8,406.25,3324820
2019-08-30,406.45,409.35,405.7,406.95,3442290
2019-09-02,407.0,413.2,406.0,412.0,5187190
2019-09-03,411.85,412.0,406.95,410.4,3651670
2019-09-04,411.5,415.9,411.35,414.65,4088810
2019-09-05,416.5,420.55,414.65,418.3,4868480
2019-09-06,418.05,422.9,415.9,422.9,3775590
2019-09-09,424.0,424.45,420.7,423.9,2421150
2019-09-10,423.8,423.85,416.15,418.0,4492560
2019-09-11,417.1,419.45,413.65,416.1,3555070
2019-09-12,416.15,417.3,409.4,412.05,5524440
2019-09-13,412.0,412.8,408.85,410.05,2434620
2019-09-16,418.5,431.3,415.05,429.7,17572690
2019-09-17,431.85,440.9,424.0,428.1,15588740
2019-09-18,428.5,429.7,423.5,426.0,4412450
2019-09-19,425.0,428.8,424.55,427.0,4783790
2019-09-20,426.8,428.3,425.05,428.3,3070370
2019-09-23,428.3,430.0,423.7,428.75,4889900
2019-09-24,431.05,431.5,423.6,425.5,4074760
2019-09-25,424.4,424.65,421.85,424.5,3854470
2019-09-26,424.55,425.95,422.05,422.55,2115790
2019-09-27,422.5,424.75,422.2,422.5,1732210
2019-09-30,422.2,422.5,419.3,419.3,2334340
2019-10-01,420.35,423.25,419.9,420.65,2434990
2019-10-02,420.65,422.25,415.8,417.55,3423590
2019-10-03,416.75,417.8,410.7,413.1,3801380
2019-10-04,415.3,419.2,413.1,415.0,2914480
2019-10-07,416.7,422.9,414.55,418.5,3432460
2019-10-08,418.85,421.9,418.6,419.5,2641420
2019-10-09,420.35,422.0,419.3,421.15,2802010
2019-10-10,409.95,411.6,407.05,409.0,5087850
2019-10-11,410.75,412.7,409.6,411.65,3582330
2019-10-14,411.65,414.0,410.25,413.4,1960300
2019-10-15,412.45,413.6,411.1,411.65,2025340
2019-10-16,413.0,415.5,410.3,414.95,3092880
2019-10-17,414.9,418.6,413.2,417.65,2951090
2019-10-18,417.65,417.7,414.15,415.0,1751370
2019-10-21,415.0,415.5,411.5,413.75,2603480
2019-10-22,413.45,417.4,412.55,417.4,3475400
2019-10-23,415.9,420.75,415.2,420.0,4108860
2019-10-24,420.0,422.5,419.3,420.5,3998420
2019-10-25,421.0,422.35,417.7,421.35,2473210
2019-10-28,422.2,424.3,420.0,421.4,2122390
2019-10-29,421.4,430.45,419.1,429.2,5713870
2019-10-30,428.75,433.5,425.7,432.65,4624480
2019-10-31,432.5,435.5,426.0,426.0,3477500
2019-11-01,426.5,435.4,424.0,434.4,5003510
2019-11-05,437.8,453.45,434.45,451.4,8677320
2019-11-06,452.05,454.5,443.35,454.5,9041070
2019-11-07,452.0,464.7,450.45,463.5,5957260
2019-11-08,462.0,462.85,453.65,454.25,4171670
2019-11-11,453.05,453.85,446.4,453.0,3220850
2019-11-12,454.0,468.3,453.2,461.05,7240110
2019-11-13,458.1,461.45,455.1,459.5,3554510
2019-11-14,459.2,460.2,451.7,457.3,4477310
2019-11-15,457.3,460.7,453.7,458.0,3003220
2019-11-18,459.6,461.5,450.1,451.0,3032390
2019-11-19,451.25,455.0,448.5,452.55,2644550
2019-11-20,450.9,452.5,441.65,450.35,4434830
2019-11-21,449.8,454.0,445.75,452.85,1952620
2019-11-22,452.2,457.4,450.8,453.0,2537450
2019-11-25,455.0,456.5,453.0,455.0,1748740
2019-11-26,455.6,456.35,445.1,453.0,6255680
2019-11-27,452.0,452.85,445.1,445.9,3604600
2019-11-28,445.45,447.2,442.5,445.5,2224970
2019-11-29,444.6,444.6,440.3,441.0,2907480
2019-12-02,443.4,443.95,435.4,435.45,3243280
2019-12-03,434.2,439.55,432.5,433.0,2850050
2019-12-04,433.4,444.15,427.6,442.15,3553690
2019-12-05,441.0,443.75,435.25,438.4,2932430
